UF;MUNICÍPIO;CARGO;NOME DO CANDIDATO;NOME NA URNA;DS_SIT_TOT_TURNO
PR;NOVA ESPERANÇA DO SUDOESTE;VICE-PREFEITO;CLOVIS FERNANDES;CLOVIS FERNANDES;ELEITO
PI;CAMPINAS DO PIAUÍ;VICE-PREFEITO;ANA MARIA IBIAPINO DE MOURA CRUZ;ANINHA;ELEITO
PR;RONCADOR;VICE-PREFEITO;MARIO CIRO CHOPTIAN;MARIO CHOPTIAN;ELEITO
GO;MARZAGÃO;VICE-PREFEITO;SANDRA MÁRCIA DA SILVA BORGES MARTINS;SANDRA MARTINS;ELEITO
SC;CORONEL FREITAS;VICE-PREFEITO;EZEQUIEL HENRIQUE TECCHIO;ZEKI TECCHIO;ELEITO
RS;NOVA ROMA DO SUL;VICE-PREFEITO;ROGÉRIO RODRIGUES KLIN;ROGÉRIO KLIN;ELEITO
MG;MENDES PIMENTEL;VICE-PREFEITO;ELIEL PEDRO FELICIANO;ELIEL;ELEITO
SP;SANTA LÚCIA;VICE-PREFEITO;GUILHERME MALULI ZUNARELI;GUILHERME;ELEITO
RJ;QUISSAMÃ;VICE-PREFEITO;SABRINE SANTOS PEREIRA;SABRINE PEREIRA;ELEITO
RN;OURO BRANCO;VICE-PREFEITO;FRANCISCO LUCENA DE ARAÚJO FILHO;DOUTOR ARAÚJO;ELEITO
RJ;BELFORD ROXO;VICE-PREFEITO;MARIANA MALTA MONTEIRO DA SILVA;MARIANA MALTA;ELEITO
MS;NOVA ALVORADA DO SUL;VICE-PREFEITO;VALDEMAR ROCHA DA SILVA;VALDEMAR ROCHA;ELEITO
BA;SOUTO SOARES;VICE-PREFEITO;KELVIN SOUZA ALVES;KELVIN DE VALTER;ELEITO
BA;MIRANGABA;VICE-PREFEITO;JÓ EMILSON UBALDINO FREIRE;TIO JÓ;ELEITO
SP;SANTO ANTÔNIO DA ALEGRIA;VICE-PREFEITO;MATEUS HENRIQUE GONÇALVES;MATEUS GONÇALVES;ELEITO
PB;DESTERRO;VICE-PREFEITO;DAVID LEITE DE ALMEIDA;DAVID DE DIDI;ELEITO
SP;PAULICÉIA;VICE-PREFEITO;GABRIEL JOAQUIM THOMAZ CAZELLI;GABRIEL;ELEITO
SC;TAIÓ;VICE-PREFEITO;UDO GUTZ;UDO GUTZ;ELEITO
BA;MADRE DE DEUS;VICE-PREFEITO;AMILTON DE OLIVEIRA PEREIRA;AMILTON PEREIRA;ELEITO
CE;GUARACIABA DO NORTE;VICE-PREFEITO;JOSÉ WELLINGTON FARIAS MELO BEZERRA DE MENEZES;DR WELLINGTON MELO;ELEITO
PB;QUEIMADAS;VICE-PREFEITO;RICARDO LUCENA DE ARAUJO FILHO;MINHO DE SOCORRO DE TIÃO;ELEITO
PB;BOA VISTA;VICE-PREFEITO;CLÉRISTON JOSÉ LEITE DINIZ;CLÉRISTON LEITE;ELEITO
BA;JITAÚNA;VICE-PREFEITO;DAIANA OLIVEIRA RAMOS;DAIANA RAMOS;ELEITO
MS;BELA VISTA;VICE-PREFEITO;LETIZIA MARIA GOUVEA PINHEIRO MURANO;LETIZIA MURANO;ELEITO
RS;NOVO BARREIRO;VICE-PREFEITO;GELSON LUIS DE QUADROS CHICATTE;DETI;ELEITO
AC;CAPIXABA;VICE-PREFEITO;AMILTON CUNHA DA COSTA;AMILTON COSTA;ELEITO
SP;CORDEIRÓPOLIS;VICE-PREFEITO;ANDERSON ANTONIO HESPANHOL;PIQUE;ELEITO
PI;CAJUEIRO DA PRAIA;VICE-PREFEITO;NATHALIA REGIA DE CARVALHO GUEDELHO SILVA;NATHALIA REGIA;ELEITO
PE;BREJO DA MADRE DE DEUS;VICE-PREFEITO;RUBIENO MARQUES DE MELO;RUBIENO CATANHA;ELEITO
RS;TRÊS PALMEIRAS;VICE-PREFEITO;ROBERTO FERREIRA DA LUZ;BETINHO;ELEITO
MG;CURVELO;VICE-PREFEITO;GUSTAVO NASCIMENTO;DR. GUSTAVO;ELEITO
BA;IBOTIRAMA;VICE-PREFEITO;FELISBERTO GOMES DOS SANTOS;FILU PESCADOR;ELEITO
MG;SANTANA DO JACARÉ;VICE-PREFEITO;MAILSON MELO RODRIGUES;MAILSON;ELEITO
TO;RIO DOS BOIS;VICE-PREFEITO;RAIMUNDO MAURILIO ALVES DOS SANTOS;RAIMUNDO MAURILIO;ELEITO
PI;ASSUNÇÃO DO PIAUÍ;VICE-PREFEITO;DANIEL DE SOUSA LIMA;DANIEL;ELEITO
PB;LOGRADOURO;VICE-PREFEITO;SEVERINO BONDADE SOBRINHO;SEVERINO BONDADE;ELEITO
RS;PASSA SETE;VICE-PREFEITO;GERSON LUIS LOPES;GERSON LOPES;ELEITO
MG;NINHEIRA;VICE-PREFEITO;ANDERSON LOPES FERRAZ;ANDERSON;ELEITO
MT;NOVA BANDEIRANTES;VICE-PREFEITO;JOSE VALMIR WINGENBACH;ZÉ GAÚCHO;ELEITO
PR;FRANCISCO BELTRÃO;VICE-PREFEITO;MARIA DE LOURDES BERTANI;PROFESSORA LURDINHA;ELEITO
MG;PIAU;VICE-PREFEITO;CLEBER MOREIRA DE ARAUJO;CLEBER MOREIRA DE ARAUJO;ELEITO
RN;BOM JESUS;VICE-PREFEITO;DÉBORA FERNANDES CUNHA;DÉBORA DE JÚNIOR;ELEITO
PR;IRATI;VICE-PREFEITO;LARISSA GIMENEZ MAZEPA;DRA LARISSA;ELEITO
GO;CORUMBAÍBA;VICE-PREFEITO;DIOGO FERREIRA DE ALMEIDA;DIOGO VETERINÁRIO;ELEITO
MA;SÃO JOSÉ DE RIBAMAR;VICE-PREFEITO;NATERCIO SILVA DOS SANTOS;NATERCIO SANTOS;ELEITO
RN;TIBAU;VICE-PREFEITO;JOSÉ HAROLDO DE SOUZA;HAROLDO DE ANTÔNIO DE CHAGAS;ELEITO
PR;APUCARANA;VICE-PREFEITO;ANTONIO MARQUES DA SILVA;MARCOS DA VILA REIS;ELEITO
BA;TERRA NOVA;VICE-PREFEITO;HELIO FRANCISCO VINHAS;HELIO VINHAS;ELEITO
PR;ALMIRANTE TAMANDARÉ;VICE-PREFEITO;MARIA BERNADETE AFORNALI PAVONI;DETE PAVONI;ELEITO
SP;MOTUCA;VICE-PREFEITO;THIAGO FERRARI XAVIER;THIAGUINHO DO VAREJÃO;ELEITO
RS;ROSÁRIO DO SUL;VICE-PREFEITO;LUIS ANDRE DE ARAUJO SASSO;LUIS ANDRE SASSO;ELEITO
GO;GOIANDIRA;VICE-PREFEITO;NEUSMAR VAZ DE SANTANA;NEUSMAR SANTANA;ELEITO
MG;NOVO ORIENTE DE MINAS;VICE-PREFEITO;EDIVALDO FERREIRA DE SOUZA;NENA DE JOAO LUCINDO;ELEITO
PA;SANTA MARIA DO PARÁ;VICE-PREFEITO;DARLAN WAGNER FERREIRA DO NASCIMENTO;DARLAN WAGNER;ELEITO
MG;CANTAGALO;VICE-PREFEITO;WERLEM MEDEIROS DE CARVALHO;RELINHA;ELEITO
BA;CAATIBA;VICE-PREFEITO;EDICARLOS ARAUJO JUNIOR;JR ARAUJO;ELEITO
AM;MAUÉS;VICE-PREFEITO;PAULO JOSE BATISTA ALMEIDA;PAULO PP;ELEITO
BA;MUNIZ FERREIRA;VICE-PREFEITO;VALDECI CONCEIÇÃO ALMEIDA;VAVÁ;ELEITO
PB;INGÁ;VICE-PREFEITO;JOILTON FERREIRA BARBOSA;JOILTON;ELEITO
PR;MATO RICO;VICE-PREFEITO;INEZ GONCALVES DE ABREU;INEZ;ELEITO
SC;RIO DAS ANTAS;VICE-PREFEITO;SADI ZILLI;SADI;ELEITO
MA;BACURITUBA;VICE-PREFEITO;GENIVALDO DE JESUS LUZO FONSECA;IRMÃO GENIVALDO;ELEITO
BA;IRAMAIA;VICE-PREFEITO;WALDEMAR SOUZA RAMOS NETO;WÁ RAMOS;ELEITO
RN;SÃO FERNANDO;VICE-PREFEITO;ISAAC ALEXANDRE DOS SANTOS;ISAAC ALEXANDRE;ELEITO
CE;CHORÓ;PREFEITO;PAULO GEORGE DE SOUSA SARAIVA;PAULINHO;ELEITO
MG;SÃO JOSÉ DA VARGINHA;VICE-PREFEITO;RONALDO SOARES MAIA;RONALDO MAIA;ELEITO
MG;MARTINS SOARES;VICE-PREFEITO;MARCIA PIRES MOTA;MARCIA PIRES;ELEITO
MG;VIRGOLÂNDIA;PREFEITO;JOSE ISMAR DE ASSIS NETO;DOUTOR ZÉ ISMAR;ELEITO
MS;ITAPORÃ;PREFEITO;TIAGO TAVARES CARBONARO;TIAGO CARBONARO;ELEITO
MS;SÃO GABRIEL DO OESTE;PREFEITO;LEOCIR PAULO MONTAGNA;LEOCIR  MONTAGNA;ELEITO
MG;TOMBOS;PREFEITO;TIAGO PEDROSA LAZZARONI DALPERIO;TIAGO DALPERIO;ELEITO
PA;ABEL FIGUEIREDO;PREFEITO;MARCONE PEREIRA LACERDA;MARCONE LACERDA;ELEITO
PA;SALINÓPOLIS;PREFEITO;CARLOS ALBERTO DE SENA FILHO;KAKA SENA;ELEITO
SC;MIRIM DOCE;PREFEITO;BERNARDO PERON;TIO BÊ;ELEITO
SC;SÃO JOÃO DO ITAPERIÚ;PREFEITO;ROVÂNI DELMONEGO;ROVÂNI;ELEITO
MG;AGUANIL;PREFEITO;RICARDO DE OLIVEIRA;RICARDO PAIEIRA;ELEITO
SP;DOURADO;PREFEITO;LUIZ ANTONIO ROGANTE JUNIOR;JUNINHO ROGANTE;ELEITO
RJ;CARAPEBUS;PREFEITO;BERNARD TAVARES DIDIMO;BERNARD TAVARES;ELEITO
MG;CAMPANHA;PREFEITO;LÁZARO ROBERTO DA SILVA;ROBERTO SILVA;ELEITO
MG;LAMBARI;PREFEITO;LEONARDO FRAMIL LOBO SANTOS;LEONARDO FRAMIL;ELEITO
SP;SABINO;PREFEITO;FERNANDO HENRIQUE FLORINDO;FERNANDO;ELEITO
RS;BOM RETIRO DO SUL;PREFEITO;CELSO PAZUCH;CELSO PAZUCH;ELEITO
MA;VITÓRIA DO MEARIM;PREFEITO;RAIMUNDO NONATO EVERTON SILVA;NATO DA NORDESTINA;ELEITO
MG;CARVALHOS;PREFEITO;VALMIR SIQUEIRA DA SILVA;CARECA;ELEITO
MG;MONTE SANTO DE MINAS;PREFEITO;CARLOS EDUARDO DONNABELLA;CABURÉ;ELEITO
CE;JIJOCA DE JERICOACOARA;PREFEITO;LEANDRO CESAR DE SOUSA;LEANDRO CEZAR;ELEITO
CE;JUAZEIRO DO NORTE;PREFEITO;GLÊDSON LIMA BEZERRA;GLÊDSON BEZERRA;ELEITO
SP;TARUMÃ;PREFEITO;ADRIANA BALEJO PIEDADE DA SILVA;ADRIANA RONCADA;ELEITO
RS;TUPANCIRETÃ;PREFEITO;GUSTAVO HERTER TERRA;GUSTAVO TERRA;ELEITO
MG;SÃO JOÃO DEL REI;PREFEITO;AURELIO SUENES DE RESENDE;AURELIO SUENES;ELEITO
PE;BOM CONSELHO;PREFEITO;EDEZIO FERREIRA DOS SANTOS FILHO;DOUTOR EDÉZIO;ELEITO
MG;CAETÉ;PREFEITO;ALBERTO NAZARÉ PIRES;ALBERTO PIRES;ELEITO
TO;NAZARÉ;PREFEITO;CLAYTON PAULO RODRIGUES;CLAYTON;ELEITO
MG;ÁGUA BOA;PREFEITO;ORLANDO CARDOSO PEREIRA;ZOLA;ELEITO
TO;ANANÁS;PREFEITO;ROBSON PEREIRA DA SILVA;ROBSON DO ZÉ GERALDO;ELEITO
MS;COXIM;PREFEITO;EDILSON MAGRO;EDILSON MAGRO;ELEITO
BA;GONGOGI;PREFEITO;ADRIANO MENDONÇA PINHEIRO;ADRIANO MENDONÇA;ELEITO
RS;CONSTANTINA;PREFEITO;CRISTIAN RIBOLI BRATZ;CRISTIAN BRATZ;ELEITO
RS;FAZENDA VILANOVA;PREFEITO;AMARILDO LUIS DA SILVA;AMARILDO;ELEITO
AM;ITACOATIARA;PREFEITO;MARIO JORGE BOUEZ ABRAHIM;MÁRIO ABRAHIM;ELEITO
RS;PONTÃO;PREFEITO;LUIS FERNANDO PEREIRA DA SILVA;FOGUINHO;ELEITO
MG;UNIÃO DE MINAS;PREFEITO;GEOVA TOMAZ DE ALMEIDA;GEOVA TOMAZ;ELEITO
MS;NOVO HORIZONTE DO SUL;PREFEITO;ALDENIR BARBOSA DO NASCIMENTO;GUGA;ELEITO
MT;NOVA GUARITA;PREFEITO;EDSON GONZAGA RIBEIRO;EDINHO DA BONANZA;ELEITO
MG;GALILÉIA;PREFEITO;MARIA AUREA DA COSTA PEREIRA;MARIA AUREA;ELEITO
PR;VERÊ;PREFEITO;PAULO ROBERTO WEISSHEIMER;PAULO;ELEITO
RN;ASSÚ;PREFEITO;LUIS EDUARDO PIMENTEL SOARES;DR LULA;ELEITO
SE;NEÓPOLIS;PREFEITO;ALLYSSON TOJAL SERRA DANTAS;ALLYSSON DE AMINTAS;ELEITO
RS;FORQUETINHA;PREFEITO;VIANEI ANDRE NOLL;VIANEI;ELEITO
PB;CATOLÉ DO ROCHA;PREFEITO;LAURO ADOLFO MAIA SERAFIM;LAURINHO MAIA;ELEITO
PE;ITAQUITINGA;PREFEITO;PATRICK JOSE DE OLIVEIRA MORAES;PATRICK MORAES;ELEITO
SP;POMPÉIA;PREFEITO;DIOGO MONTEFUSCO CESCHIM SILVA;DIOGO CESCHIM;ELEITO
BA;SAUBARA;PREFEITO;FELIPE SUZART DA SILVA;FELIPE DE BOLINHA;ELEITO
RS;HERVEIRAS;PREFEITO;NAZARIO RUBI KUENTZER;NAZARIO;ELEITO
RS;SANTO EXPEDITO DO SUL;PREFEITO;VANTUIR DUTRA;VANTUIR DUTRA;ELEITO
AP;LARANJAL DO JARI;PREFEITO;MARCEL JANDSON MENEZES;TEDDY;ELEITO
CE;CRUZ;PREFEITO;JOSÉ WALDERY MUNIZ;DERY MUNIZ;ELEITO
RS;SÃO PEDRO DO BUTIÁ;PREFEITO;NARCISO LUIS LENZ;NARCISO;ELEITO
PE;CARNAÍBA;PREFEITO;WAMBERG ANTONIO GOMES AMARAL;BERG GOMES;ELEITO
SC;GOVERNADOR CELSO RAMOS;PREFEITO;MARCOS HENRIQUE DA SILVA;MARQUINHO;ELEITO
ES;MIMOSO DO SUL;PREFEITO;PETER NOGUEIRA DA COSTA;PETER COSTA;ELEITO
RS;ILÓPOLIS;PREFEITO;FERNANDO DAPONT;FERNANDO;ELEITO
MG;SANTANA DO DESERTO;PREFEITO;RICARDO VIANA DE LIMA;RICARDO VIANA;ELEITO
MA;BALSAS;PREFEITO;ALAN DOUGLAS DE OLIVEIRA;ALAN DA MARISSOL;ELEITO
PR;OURO VERDE DO OESTE;PREFEITO;LUCIAN ALUISIO DIERINGS;GUGU;ELEITO
RS;BUTIÁ;PREFEITO;JEFFERSON SALATIEL DA SILVA VIEIRA;CARRAPICHO;ELEITO
RS;CANDELÁRIA;PREFEITO;NESTOR RUBEM ELLWANGER;NESTOR R ELLWANGER - RIM;ELEITO
SP;CAPÃO BONITO;PREFEITO;JULIO FERNANDO GALVÃO DIAS;JULIO FERNANDO;ELEITO
MG;FREI LAGONEGRO;PREFEITO;EDNEZIO SILVA DOS SANTOS;EDNEZIO;ELEITO
MG;GUAXUPÉ;PREFEITO;JARBAS CORRÊA FILHO;JARBINHAS;ELEITO
SP;JUNDIAÍ;PREFEITO;GUSTAVO MARTINELLI;GUSTAVO MARTINELLI;ELEITO
SP;PALMARES PAULISTA;PREFEITO;LUCAS APARECIDO DA ASSUMÇÃO;LUCAS ASSUMÇÃO;ELEITO
SP;PAULICÉIA;PREFEITO;ANTONIO SIMONATO;SIMONATO;ELEITO
SP;BEBEDOURO;PREFEITO;LUCAS GIBIN SEREN;LUCAS SEREN;ELEITO
AL;POÇO DAS TRINCHEIRAS;PREFEITO;JOSE VALMIRO GOMES DA COSTA;VALMIRO COSTA;ELEITO
PR;MARILENA;PREFEITO;CELIO LELIS DA MATA;CELINHO DA MATA;ELEITO
MG;MUNHOZ;PREFEITO;DORIVAL AMANCIO FROES;VARDÃO;ELEITO
MG;OURO BRANCO;PREFEITO;SAVIO RODRIGUES FONTES;SAVIO FONTES;ELEITO
SP;MARÍLIA;PREFEITO;VINICIUS ALMEIDA CAMARINHA;VINICIUS CAMARINHA;ELEITO
TO;ARAPOEMA;PREFEITO;PAULO ANTÔNIO PEDREIRA;PAULO DA BARRA BONITA;ELEITO
PR;LUPIONÓPOLIS;PREFEITO;JOSÉ CARLOS TIBÉRIO;TICO;ELEITO
MG;ARAPONGA;PREFEITO;CARLOS ASSUNCAO GOMES;KAKA GOMES;ELEITO
MG;JEQUITINHONHA;PREFEITO;NILO BARBUDA SOUTO;NILO SOUTO;ELEITO
BA;POJUCA;PREFEITO;LUIZ CARLOS COSTA TRINCHÃO;LUIZINHO TRINCHÃO;ELEITO
ES;ALEGRE;PREFEITO;NEMROD EMERICK;NIRRÔ;ELEITO
PE;NAZARÉ DA MATA;PREFEITO;ADRIANA ANDRADE LIMA VASCONCELOS COUTINHO;ANINHA DA FERBOM;ELEITO
BA;SANTO AMARO;PREFEITO;FLAVIANO ROHRS DA SILVA BONFIM;FLAVIANO;ELEITO
BA;MAETINGA;PREFEITO;SERGIO BARROS MOREIRA;SERGIO BARROS;ELEITO
CE;JARDIM;PREFEITO;ANTONIO FERNANDO COUTINHO;DR. ANTONIO COUTINHO;ELEITO
RS;JAGUARÃO;PREFEITO;ROGERIO LEMOS CRUZ;ROGERIO CRUZ;ELEITO
RS;PORTO LUCENA;PREFEITO;IURY SOMMER ZABOLOTSKY;IURY ZABOLOTSKY;ELEITO
PA;SALVATERRA;PREFEITO;VALENTIM LUCAS DE OLIVEIRA;VALENTIM;ELEITO
GO;SÃO FRANCISCO DE GOIÁS;PREFEITO;CLEUTON GOMES DE MOURA;TIMBÓ;ELEITO
MA;FEIRA NOVA DO MARANHÃO;PREFEITO;LUIZA COUTINHO MACEDO;LUIZA COUTINHO;ELEITO
PI;PEDRO LAURENTINO;PREFEITO;CARLOS HENRIQUE COELHO REIS;CARLINHOS REIS;ELEITO
PR;ITAMBÉ;PREFEITO;ANANIAS SOARES VIEIRA;ANANIAS;ELEITO
PR;ITAPERUÇU;PREFEITO;EDILSON RUIZ DE FREITAS;MACADAME;ELEITO
PR;IVATÉ;PREFEITO;DENILSON VAGLIERI PREVITAL;DENILSON PREVITAL;ELEITO
BA;SANTA INÊS;PREFEITO;SANDRO SANTOS SILVA;SANDRO;ELEITO
RS;TAQUARA;PREFEITO;SIRLEI TERESINHA BERNARDES DA SILVEIRA;PROFESSORA SIRLEI;ELEITO
MT;VÁRZEA GRANDE;PREFEITO;FLAVIA PETERSEN MORETTI DE ARAUJO;FLÁVIA MORETTI;ELEITO
SP;IBIRAREMA;PREFEITO;JOSE BENEDITO CAMACHO;CAMACHINHO;ELEITO
TO;FIGUEIRÓPOLIS;PREFEITO;JOSÉ FONTOURA PRIMO;FONTOURA;ELEITO
SC;PASSOS MAIA;PREFEITO;NEIMAR LUIZ NERVIS;NEI NERVIS;ELEITO
SP;GAVIÃO PEIXOTO;PREFEITO;ADRIANO MARÇAL DA SILVA;ADRIANO MARÇAL;ELEITO
SC;SÃO BENTO DO SUL;PREFEITO;ANTONIO JOAQUIM TOMAZINI FILHO;TOMAZINI;ELEITO
SP;DOLCINÓPOLIS;PREFEITO;DIEGO APARECIDO PEREIRA MIGUEL;DIEGO MIGUEL;ELEITO
PR;CAMBIRA;PREFEITO;ANA LÚCIA DE OLIVEIRA;ANA LUCIA;ELEITO
RO;MINISTRO ANDREAZZA;PREFEITO;JOSÉ ALVES PEREIRA;MILA DA AGRICULTURA;ELEITO
ES;MARECHAL FLORIANO;PREFEITO;ANTONIO LIDINEY GOBBI;LIDINEY GOBBI;ELEITO
RS;NOVA PÁDUA;PREFEITO;ITAMAR BERNARDI;ITAMAR BERNARDI KIKO;ELEITO
RS;TAPEJARA;PREFEITO;EVANIR WOLFF;EVANIR WOLFF BIG;ELEITO
MT;NOVA XAVANTINA;PREFEITO;JOÃO MACHADO NETO;JOÃO BANG;ELEITO
PE;OLINDA;PREFEITO;MIRELLA FERNANDA BEZERRA DE ALMEIDA;MIRELLA;ELEITO
RS;VIAMÃO;PREFEITO;RAFAEL BORTOLETTI DALLA NORA;RAFAEL BORTOLETTI;ELEITO
MA;MAGALHÃES DE ALMEIDA;PREFEITO;RAIMUNDO NONATO CARVALHO;NONATO CARVALHO;ELEITO
MG;PEDRO TEIXEIRA;PREFEITO;REINALDO MANOEL DE OLIVEIRA;REINALDO;ELEITO
BA;NORDESTINA;PREFEITO;ELIETE DE ANDRADE ARAUJO;ELIETE DE ITO;ELEITO
SC;PALMITOS;PREFEITO;GIOVANA GIACOMOLLI;GIOVANA;ELEITO
RS;ITAARA;PREFEITO;SANDRO ROBERTO GALARÇA FERIGOLLO;SANDRO FERIGOLLO;ELEITO
PB;SÃO BENTO;PREFEITO;GERFESON GARCIA DE SOUSA;GERFESON CARNAÚBA;ELEITO
SC;SÃO CRISTÓVÃO DO SUL;PREFEITO;JAIME CESCA;JAIME CESCA;ELEITO
GO;PARANAIGUARA;PREFEITO;JOSÉ CARLOS BARBOSA;BARBOSINHA;ELEITO
MA;URBANO SANTOS;PREFEITO;CLEMILTON BARROS ARAUJO;PROFESSOR CLEMILTON BARROS;ELEITO
SP;IRACEMÁPOLIS;PREFEITO;NELITA CRISTINA MICHEL FRANCESCHINI;NELITA MICHEL;ELEITO
RJ;ANGRA DOS REIS;PREFEITO;CLÁUDIO DE LIMA SÍRIO;CLÁUDIO FERRETI;ELEITO
RJ;JAPERI;PREFEITO;FERNANDA MACHADO ONTIVEROS;DRA FERNANDA ONTIVEROS;ELEITO
RN;GOVERNADOR DIX-SEPT ROSADO;PREFEITO;ARTUR RODRIGUES DO VALE COSTA;ARTUR VALE;ELEITO
RS;CACIQUE DOBLE;PREFEITO;MARCIO CAPRINI;MARCIO CAPRINI;ELEITO
MG;COQUEIRAL;PREFEITO;RENATO OLIVEIRA MARQUES;RENATO CURUJA;ELEITO
MG;IBITURUNA;PREFEITO;DEVANIL VITOR DE SOUSA;DEVANIL;ELEITO
BA;ARAÇÁS;PREFEITO;AGAMENON OLIVEIRA COELHO;AGAMENON COELHO;ELEITO
MG;SÃO JOÃO DO ORIENTE;PREFEITO;FILIPE FERREIRA VAZ;FILIPE DA FARMACIA;ELEITO
MG;ITABIRITO;PREFEITO;ELIO DA MATA SANTOS;DR. ELIO DA MATA;ELEITO
PE;PARNAMIRIM;PREFEITO;LUCELIO MUCIO MOURA ANGELIM;MÚCIO ANGELIM;ELEITO
SP;ILHABELA;PREFEITO;ANTONIO LUIZ COLUCCI;TONINHO COLUCCI;ELEITO
SP;PIRATININGA;PREFEITO;CARLOS ALESSANDRO FRANCO BORRO DE MATOS;SANDRO BOLA;ELEITO
MG;ALBERTINA;PREFEITO;FELIPE TEODORO SANCHES;FELIPE DA SAÚDE;ELEITO
MG;SETE LAGOAS;PREFEITO;JEFERSON DOUGLAS SOARES ESTANISLAU;DOUGLAS MELO;ELEITO
PB;CAJAZEIRINHAS;PREFEITO;LUANA MARA DE ALMEIDA;LUANA PIRES;ELEITO
CE;MORRINHOS;PREFEITO;JERÔNIMO NETO BRANDÃO;JERÔNIMO BRANDÃO;ELEITO
PE;GARANHUNS;PREFEITO;SIVALDO RODRIGUES ALBINO;SIVALDO ALBINO;ELEITO
MG;GOIANÁ;PREFEITO;PAULO ROBERTO DE ASSIS;PAVAOZINHO;ELEITO
PA;PONTA DE PEDRAS;PREFEITO;CONSUELO MARIA DA SILVA CASTRO;CONSUELO CASTRO;ELEITO
SC;TURVO;PREFEITO;HERIBERTO AFONSO SCHMIDT;HERIBERTO AFONSO SCHMIDT;ELEITO
RS;BOA VISTA DO INCRA;PREFEITO;GILMAR LAURINDO BELLINI;BELLINI;ELEITO
MA;ICATU;PREFEITO;WALACE AZEVEDO MENDES;WALACE;ELEITO
SP;MINEIROS DO TIETÊ;PREFEITO;LUIZ GUSTAVO FERRAREZ;GUSTAVO CHITINHA;ELEITO
SP;PLANALTO;PREFEITO;ROSIMEIRE BARBOSA SILVERIO;MEIRE SILVERIO;ELEITO
GO;ITAPURANGA;PREFEITO;GERALDO PAULO FERNANDES;PAULINHO IMILA;ELEITO
PR;FORMOSA DO OESTE;PREFEITO;ORIVALDO MUNICELLI;ORIVALDO MUNICELLI;ELEITO
SP;SANTA MERCEDES;PREFEITO;VALDIR VERONA;VALDIR VERONA;ELEITO
PB;CAMPINA GRANDE;PREFEITO;BRUNO CUNHA LIMA BRANCO;BRUNO CUNHA LIMA;ELEITO
PE;CHÃ DE ALEGRIA;PREFEITO;MARCOS GOMES DO AMARAL;MARCOS DA ROÇA;ELEITO
MG;FRUTAL;PREFEITO;BRUNO AUGUSTO DE JESUS FERREIRA;BRUNO AUGUSTO;ELEITO
GO;CAMPOS VERDES;PREFEITO;ROGÉRIO SOUZA QUEIROZ;DR ROGERIO;ELEITO
MT;PLANALTO DA SERRA;PREFEITO;NATAL ALVES DE ASSIS SOBRINHO;NATAL DE ASSIS;ELEITO
RS;SANTO ANTÔNIO DAS MISSÕES;PREFEITO;FELISBERTO DOS SANTOS FERREIRA;FELISBERTO FERREIRA;ELEITO
MG;SÃO GONÇALO DO RIO ABAIXO;PREFEITO;RAIMUNDO NONATO DE BARCELOS;NOZINHO;ELEITO
PB;BERNARDINO BATISTA;PREFEITO;ANTONIO ALDO ANDRADE DE SOUSA;ALDO ANDRADE;ELEITO
BA;SÃO DOMINGOS;PREFEITO;ILARIO ANTONIO NETO RIOS CARNEIRO;ILARIO CARNEIRO;ELEITO
CE;ARATUBA;PREFEITO;JOERLY RODRIGUES VICTOR;JOERLY VICTOR;ELEITO
RS;CASCA;PREFEITO;JURANDI NERI PERIN;PERIN;ELEITO
RS;MAXIMILIANO DE ALMEIDA;PREFEITO;ANDRÉ FERNANDO ZUCUNELLI;ANDRÉ ZUCUNELLI;ELEITO
PA;AURORA DO PARÁ;PREFEITO;VANESSA GUSMÃO MIRANDA;VANESSA GUSMÃO;ELEITO
PA;ELDORADO DOS CARAJÁS;PREFEITO;WAGNE COSTA MACHADO;WAGNE MACHADO;ELEITO
SC;CATANDUVAS;PREFEITO;MONALISA RUARO;MONA;ELEITO
SC;PONTE SERRADA;PREFEITO;ADENIR FREITAS;FREITAS;ELEITO
RS;XANGRI-LÁ;PREFEITO;CELSO BASSANI BARBOSA;CELSINHO;ELEITO
MA;PASSAGEM FRANCA;PREFEITO;FRANCISCO MENEZES SOUZA;CHICÃO DA PARABÓLICA;ELEITO
PR;GUAPIRAMA;PREFEITO;PEDRO DE OLIVEIRA;PEDRO BANZÉ;ELEITO
RO;THEOBROMA;PREFEITO;GILLIARD DOS SANTOS GOMES;GILLIARD GOMES;ELEITO
MG;FORTUNA DE MINAS;PREFEITO;CLAUDIO GARCIA MACIEL;CLAUDIO DE NICOTE;ELEITO
MG;IBIRACI;PREFEITO;PAULO CEZAR DE OLIVEIRA;CESAR DA ESTANCIA;ELEITO
SP;MOGI GUAÇU;PREFEITO;RODRIGO FALSETTI;RODRIGO FALSETTI;ELEITO
MA;AMARANTE DO MARANHÃO;PREFEITO;VANDERLY GOMES MIRANDA;VANDERLY;ELEITO
MA;PERI MIRIM;PREFEITO;HELIEZER DE JESUS SOARES;HELIEZER DO POVO;ELEITO
MG;ENTRE RIOS DE MINAS;PREFEITO;THIAGO ITAMAR SANTOS VILLAÇA;THIAGO ITAMAR TED;ELEITO
MG;CAMPANHA;VICE-PREFEITO;NEI FERREIRA MAIA;NEI MAIA;ELEITO
MG;PEDRA BONITA;PREFEITO;PEDRO RUBENS VITOR DE OLIVEIRA;PEDRO RUBENS;ELEITO
