UF;MUNICÍPIO;CARGO;NOME DO CANDIDATO;NOME NA URNA;DS_SIT_TOT_TURNO
GO;RUBIATABA;VICE-PREFEITO;MARIA APARECIDA RUFINO VIEIRA;PROFESSORA MARIA RUFINO;ELEITO
SP;MACATUBA;PREFEITO;ANDERSON FERREIRA;ANDERSON FERREIRA;ELEITO
MG;POUSO ALTO;VICE-PREFEITO;PAULO MANCILHA RANGEL;PAULO DO LÚ;ELEITO
SP;CACHOEIRA PAULISTA;VICE-PREFEITO;JOSÉ JOAQUIM DOS SANTOS NETO;DR JOAQUIM;ELEITO
AL;GIRAU DO PONCIANO;VICE-PREFEITO;OSVALDO ALEXANDRE SANTOS JUNIOR;OSVALDO ALEXANDRE;ELEITO
GO;CERES;VICE-PREFEITO;MARCO ANTONIO ELIAS DA SILVA;MARCAO;ELEITO
CE;ACARAPE;VICE-PREFEITO;MARIA CELINA GOMES CARLOS MONTEIRO;CELINA CARLOS;ELEITO
MG;SÃO JOÃO DAS MISSÕES;VICE-PREFEITO;ADELIA RIBEIRO LOPO;ADELIA RIBEIRO LOPO;ELEITO
SC;PALMITOS;VICE-PREFEITO;ITAMAR FIORESE;ITAMAR;ELEITO
MT;DENISE;VICE-PREFEITO;IVANILDO VIEIRA DA COSTA;PASTOR IVANILDO;ELEITO
RS;BOSSOROCA;VICE-PREFEITO;ROGERIO QUEVEDO DE CAMARGO;ROGERIO CAMARGO;ELEITO
RS;TENENTE PORTELA;VICE-PREFEITO;CLAUDENIR SCHERER;SCHERER;ELEITO
SP;AMPARO;VICE-PREFEITO;GILBERTO MOREIRA PIASSA FILHO;GILBERTO PIASSA;ELEITO
SC;LINDÓIA DO SUL;VICE-PREFEITO;MARCIANO CANTON;MARCIO;ELEITO
PR;IVATUBA;VICE-PREFEITO;GIANCARLO GHELERE DOS SANTOS;GIANCARLO;ELEITO
MA;SÃO JOÃO DOS PATOS;VICE-PREFEITO;PAULO PARAGUASSU MOUSINHO LIMA;PAULO DO ZECA;ELEITO
RJ;QUATIS;VICE-PREFEITO;IVONE BARBOSA BENTO;PROFESSORA IVONE;ELEITO
BA;SERRINHA;VICE-PREFEITO;GIVALDO DA SILVA LOPES;GIKA;ELEITO
TO;DIVINÓPOLIS DO TOCANTINS;VICE-PREFEITO;DIUSLEIA MOTA PINTO;LÉIA MOTA;ELEITO
MA;CAJARI;VICE-PREFEITO;MARIANA ANCHIETA LOBATO;MARIANA DA COLÔNIA;ELEITO
RS;VILA MARIA;VICE-PREFEITO;VANDERLEI ANTONIO COLET;VANDERLEI COLET VANDECO;ELEITO
BA;CATU;PREFEITO;NARLISON BORGES DE SALES;PEQUENO SALES;ELEITO
BA;SIMÕES FILHO;PREFEITO;DEVALDO SOARES DE SOUZA;DEL;ELEITO
RS;CERRO GRANDE DO SUL;PREFEITO;VILMAR WOLFLE SCHWALM;VILMAR SCHWALM;ELEITO
MG;WENCESLAU BRAZ;PREFEITO;EDVALDO JOSÉ BITENCOURT;EDVALDO BITENCOURT;ELEITO
SP;ARAÇARIGUAMA;VICE-PREFEITO;LEANDRO AMARO DE ANDRADE;LEANDRO AMARO;ELEITO
RS;TURUÇU;VICE-PREFEITO;ARLETE HARTWIG;ARLETE HARTWIG;ELEITO
PA;CURRALINHO;VICE-PREFEITO;WALTER DA SILVA OEIRAS;WALTER OEIRAS;ELEITO
MG;OLHOS D'ÁGUA;VICE-PREFEITO;BEVÂNIA DE FÁTIMA COSTA TAMEIRÃO;PROFESSORA BEVÂNIA;ELEITO
PA;RIO MARIA;VICE-PREFEITO;FRANCISCO PAULO BARROS DIAS;PAULINHO;ELEITO
AP;OIAPOQUE;PREFEITO;BRENO LIMA DE ALMEIDA;BRENO;ELEITO
BA;ANTÔNIO CARDOSO;VICE-PREFEITO;JAMILE PAULINO BARRETO DOS SANTOS;JAMILE PAULINO;ELEITO
PE;EXU;VICE-PREFEITO;FRANCISCO AFONSO DE OLIVEIRA;CHICO AFONSO;ELEITO
ES;APIACÁ;VICE-PREFEITO;RICARDO FIGUEIREDO DE MELLO;RICARDO FIGUEIREDO;ELEITO
BA;CANDIBA;VICE-PREFEITO;JARBAS HENRIQUE MARTINS OLIVEIRA;JARBINHAS;ELEITO
MT;NOBRES;VICE-PREFEITO;SERGIO SHOJI TAKEUTI;DR SERGIO;ELEITO
TO;ANANÁS;VICE-PREFEITO;RAFAEL BORGES LEITE;DR. RAFAEL;ELEITO
PI;SUSSUAPARA;VICE-PREFEITO;FRANCISCO DAS CHAGAS MOURA;CHAGUINHA;ELEITO
MS;NIOAQUE;VICE-PREFEITO;BRUNO VIEIRA NOGUEIRA;BRUNNO;ELEITO
SC;TREZE DE MAIO;PREFEITO;JAILSO BARDINI;NENEM BARDINI;ELEITO
PR;LONDRINA;PREFEITO;JOSÉ TIAGO CAMARGO DO AMARAL;TIAGO AMARAL;ELEITO
PR;SÃO JORGE D'OESTE;PREFEITO;GELSON COELHO DO ROSÁRIO;GELSON COELHO;ELEITO
PR;CAPITÃO LEÔNIDAS MARQUES;PREFEITO;MAXWELL SCAPINI;MAXWELL SCAPINI;ELEITO
RN;VÁRZEA;PREFEITO;GETULIO LUCIANO RIBEIRO;GETULIO RIBEIRO;ELEITO
MG;ARAÚJOS;PREFEITO;GERALDO MAGELA DA SILVA;GERALDO MASSA;ELEITO
MG;CAPARAÓ;PREFEITO;DIOGENIS DA SILVA MIRANDA;DIÓGENIS MIRANDA;ELEITO
MG;MINDURI;PREFEITO;JOSÉ BENTO JUNQUEIRA DE ANDRADE NETO;NETO;ELEITO
MG;BELO HORIZONTE;PREFEITO;FUAD JORGE NOMAN FILHO;FUAD NOMAN;ELEITO
MA;SÃO RAIMUNDO DO DOCA BEZERRA;VICE-PREFEITO;GLEIANE GARDÊNIA CORRÊA SERRA;GLEIANE SERRA;ELEITO
PB;MULUNGU;VICE-PREFEITO;JOANA D ARC RODRIGUES BANDEIRA FERRAZ;D ARC BANDEIRA;ELEITO
TO;MIRACEMA DO TOCANTINS;VICE-PREFEITO;VÂNIA MARIA DE ARAÚJO PASSOS;PROFESSORA VANIA PASSOS;ELEITO
BA;LAJEDO DO TABOCAL;VICE-PREFEITO;FLAVIO DIAS OLIVEIRA DA SILVA;FLAVIO DIAS;ELEITO
AC;SANTA ROSA DO PURUS;PREFEITO;JOSE ALTAMIR TAUMATURGO SÁ;TAMIR SÁ;ELEITO
BA;SÃO MIGUEL DAS MATAS;VICE-PREFEITO;VALDECI MAIA DA FONSECA BARRETO;VALDECI ;ELEITO
MG;ARACITABA;VICE-PREFEITO;EDIMILCIO MACHADO;EDIMILCIO MACHADO;ELEITO
BA;RODELAS;VICE-PREFEITO;ALUISIO ALMEIDA SANTOS;ALUISIO ALMEIDA;ELEITO
BA;URUÇUCA;VICE-PREFEITO;ALESSANDRO SANTOS RIBEIRO;LEBRÃO;ELEITO
SP;ÁLVARO DE CARVALHO;VICE-PREFEITO;LEDA HIROKO KUSSUMOTO MARCONDES DE MOURA;LEDA;ELEITO
RS;NOVA CANDELÁRIA;PREFEITO;ARI EDMUNDO ROEHRS;ARI ROEHRS;ELEITO
MA;LAGO DO JUNCO;VICE-PREFEITO;NIVALDO PEREIRA GOMES;NIVALDO DO POTE;ELEITO
CE;QUIXELÔ;VICE-PREFEITO;SAMUEL ALVES DE ARAÚJO;SAMUEL ARAÚJO;ELEITO
SP;FERNANDO PRESTES;VICE-PREFEITO;WILSON JOSE VILLELA;WILSON VILLELA;ELEITO
AL;PARICONHA;VICE-PREFEITO;MARIA DE FATIMA FARIAS DE PAULA CARVALHO;FATIMA CARVALHO;ELEITO
RS;IJUÍ;VICE-PREFEITO;MARCOS CESAR BARRIQUELLO;MARCOS BARRIQUELLO;ELEITO
SP;CAJOBI;VICE-PREFEITO;AFONSO DIAS DE OLIVEIRA;AFONSO OLIVEIRA;ELEITO
RJ;ITABORAÍ;VICE-PREFEITO;ELBER CORREA DA SILVA;ELBER CORREA;ELEITO
BA;JAGUARIPE;VICE-PREFEITO;ADEILTON SANTOS ALMEIDA;ADÉ;ELEITO
SP;SÃO JOÃO DE IRACEMA;VICE-PREFEITO;GABRIEL SCARAMUZZA FANTINI;GABRIEL;ELEITO
PI;CABECEIRAS DO PIAUÍ;VICE-PREFEITO;EUFRASIO FERREIRA DE CARVALHO NETO;DR EUFRASIO NETO;ELEITO
SP;PEDRANÓPOLIS;VICE-PREFEITO;VILMA APARECIDA MAZETI DE SÁ;VILMA DE SÁ;ELEITO
PR;ALTO PIQUIRI;VICE-PREFEITO;JOAO PEDRO DAVID PIFFER;JOAO PEDRO;ELEITO
SP;REDENÇÃO DA SERRA;VICE-PREFEITO;JOSE FRANCISCO DOS SANTOS;CHICO;ELEITO
BA;SENHOR DO BONFIM;VICE-PREFEITO;ELIZEU DE JESUS RIOS;ELIZEU RIOS;ELEITO
RS;SÃO PEDRO DO SUL;VICE-PREFEITO;BRUNO ALTAMIR ORTIZ PINHEIRO;PASTOR BRUNO PINHEIRO;ELEITO
RN;MARCELINO VIEIRA;VICE-PREFEITO;JULIANA EMIDIA NASCIMENTO COSTA;DRA JULIANA;ELEITO
PB;LAGOA;VICE-PREFEITO;RENATO VIEIRA CARNEIRO;RENATO CARNEIRO;ELEITO
BA;SÃO SEBASTIÃO DO PASSÉ;VICE-PREFEITO;LUCIANO DOS REIS LAGO;LUCIANO LAGO;ELEITO
PB;UMBUZEIRO;VICE-PREFEITO;JOSÉ GILENO FREIRE;GILENO FREIRE;ELEITO
MS;RIBAS DO RIO PARDO;VICE-PREFEITO;PAULO LEOCÁDIO;PAULINHO DA TABACARIA;ELEITO
MG;SANTA CRUZ DE MINAS;VICE-PREFEITO;JOSÉ ANTÔNIO DOS SANTOS;PADRE;ELEITO
MG;JAMPRUCA;VICE-PREFEITO;FERNANDO CONTIN DE OLIVEIRA EUSTAQUIO;FERNANDO PACOTAO;ELEITO
AM;CAREIRO DA VÁRZEA;VICE-PREFEITO;EDILAMAR CORRÊA DA SILVA;EDILAMAR CORRÊA;ELEITO
GO;SÃO LUÍS DE MONTES BELOS;VICE-PREFEITO;DULCIMAR FERNANDES PEREIRA;DULCE FERNANDES;ELEITO
SP;GUAPIAÇU;VICE-PREFEITO;LUCIANO ALVES DE OLIVEIRA;LUCIANO DA VEDAGOL;ELEITO
MG;SÃO JOÃO DO PARAÍSO;VICE-PREFEITO;ROBERTO CESAR MENDES;CESAR LAGARTO;ELEITO
MA;ARARI;VICE-PREFEITO;ALMIR DE JESUS LEITE SILVA;ALMIR LEITE;ELEITO
SP;ALTAIR;VICE-PREFEITO;GILMAR GARCIA AMARAL;COELHO;ELEITO
RN;DOUTOR SEVERIANO;VICE-PREFEITO;ELIAS PINHEIRO CAMPOS;ELIAS PINHEIRO;ELEITO
BA;IRAQUARA;VICE-PREFEITO;OZIEL FERREIRA LELIS;OZIEL O COMPANHEIRO;ELEITO
PR;MANFRINÓPOLIS;VICE-PREFEITO;TAISLLER GUIMARÃES DA SILVA;TAISLLER GUIMARÃES;ELEITO
GO;SANTO ANTÔNIO DE GOIÁS;VICE-PREFEITO;AMIM BRUNO CASTRO FERNANDES;DR AMIM;ELEITO
RS;SANTO ANTÔNIO DAS MISSÕES;VICE-PREFEITO;GLASFIRA BARCELLOS DO AMARANTE;GLASFIRA AMARANTE;ELEITO
MA;BACABAL;VICE-PREFEITO;EMÍLIO DO RÊGO CARVALHO;DR EMÍLIO;ELEITO
AL;BOCA DA MATA;VICE-PREFEITO;SERGIO MACIEL DA COSTA;SERGIO SALVADOR;ELEITO
MG;ÁGUAS VERMELHAS;VICE-PREFEITO;UILTON PEREIRA FIGUEIREDO;ITA DE ZIZI;ELEITO
PR;JACAREZINHO;VICE-PREFEITO;ANTONIO NEVES NETO;ANTONIO NETO;ELEITO
SC;BOM JESUS DO OESTE;VICE-PREFEITO;LEANDRO BREDA;LEANDRO BREDA;ELEITO
GO;MONTE ALEGRE DE GOIÁS;VICE-PREFEITO;LUIZ RUBENS DA ROCHA;RUBÃO;ELEITO
PR;RAMILÂNDIA;VICE-PREFEITO;ADESIO DE LIMA;ADESIO DE LIMA;ELEITO
RS;CAPÃO DO CIPÓ;VICE-PREFEITO;ELSO ENGLEITNER;ELSO ENGLEITNER;ELEITO
ES;DORES DO RIO PRETO;VICE-PREFEITO;MARCELO DE FARIA PAIZANTE;MARCELO DO RUBICO;ELEITO
CE;ITAIÇABA;VICE-PREFEITO;JOSÉ ORLANDO DE HOLANDA;ZÉ ORLANDO;ELEITO
ES;IBATIBA;VICE-PREFEITO;EZEQUIAS MARIANO GOMES DA SILVA;EZEQUIAS MARIANO;ELEITO
MA;LAGO DA PEDRA;VICE-PREFEITO;ALMIRALICE MENDES PEREIRA;ALMIRALICE MENDES;ELEITO
PR;CAMPO BONITO;VICE-PREFEITO;APARICIO PIANA;APARICIO PIANA;ELEITO
MG;PEDRA DO INDAIÁ;VICE-PREFEITO;CLECIO TELLIS DE SA;CLECINHO;ELEITO
MA;PRESIDENTE VARGAS;VICE-PREFEITO;JOSE AUGUSTO FIGUEIREDO MENDES JUNIOR;JUNIOR;ELEITO
PR;ESPERANÇA NOVA;VICE-PREFEITO;LUIZ FERNANDO IANCHE CAVICHIOLI;FERNANDINHO;ELEITO
GO;NOVA GLÓRIA;VICE-PREFEITO;VALDENEI ADRIANO DOMINGOS;VALDENEI;ELEITO
SC;PRINCESA;VICE-PREFEITO;VALTAIR JOSÉ EPPING;ALEMÃO;ELEITO
SP;PALMEIRA D'OESTE;VICE-PREFEITO;EDIMAR ANTONIO DIAS;TOMATE;ELEITO
SP;IGARATÁ;VICE-PREFEITO;FABIO EUSTAQUIO ZICA;DR FÁBIO;ELEITO
SC;LAGUNA;VICE-PREFEITO;LEANDRO SCHIEFLER BENTO;LEANDRO SCHIEFLER BENTO;ELEITO
RN;CERRO CORÁ;VICE-PREFEITO;MARIA DAS GRAÇAS DE MEDEIROS OLIVEIRA;GRAÇA OLIVEIRA;ELEITO
PB;CONGO;VICE-PREFEITO;ADERALDO PEREIRA NETTO;DERA;ELEITO
GO;MORRINHOS;VICE-PREFEITO;TIAGO FREITAS DE MENDONÇA;TIAGO MENDONÇA;ELEITO
SP;IEPÊ;VICE-PREFEITO;ADELINO BRAGA;ADELINO BRAGA;ELEITO
BA;ITAGI;VICE-PREFEITO;ALEX VIANA DA SILVA;ALEX DA SAÚDE;ELEITO
MA;ALTO ALEGRE DO PINDARÉ;VICE-PREFEITO;VILENE SIQUEIRA DA SILVA;VILENE SIQUEIRA;ELEITO
RJ;PARATY;VICE-PREFEITO;LUIZ CLAUDIO ALCANTARA DA COSTA;LULU;ELEITO
SE;ITABAIANA;VICE-PREFEITO;JOSÉ PAES DOS SANTOS;ZEQUINHA DA CENOURA;ELEITO
PB;NOVA FLORESTA;VICE-PREFEITO;ROBSON TIAGO RIBEIRO DE LIMA;TIAGO ENFERMEIRO;ELEITO
SP;CANANÉIA;VICE-PREFEITO;ANDRE LUIZ MARTINS MAFETONI;ANDRE MAFETONI;ELEITO
MG;SÃO GONÇALO DO RIO ABAIXO;VICE-PREFEITO;LEANDRO AMORA DE CASTRO;LEO AMORA;ELEITO
AM;ANAMÃ;VICE-PREFEITO;FRANCISCO ELENILSON DE SOUZA ANTUNES;ELENILSON ANTUNES;ELEITO
MG;SANTANA DA VARGEM;VICE-PREFEITO;RENATO TEODORO DA SILVA;RENATO DA FARMACIA;ELEITO
RN;VENHA-VER;VICE-PREFEITO;ELLAN KLAYTON FERNANDES SALVIANO;ELLAN SALVIANO;ELEITO
SP;MORRO AGUDO;VICE-PREFEITO;DANILO LUIS GUARNIERI MAURICIO;DANILO GUARNIERI;ELEITO
PR;CORONEL VIVIDA;VICE-PREFEITO;JOAO MARCOS MIOTTO;JOAO MARCOS MIOTTO;ELEITO
PE;JUCATI;VICE-PREFEITO;MOISES CORDEIRO VILELA;MOISÉS CORDEIRO;ELEITO
ES;MANTENÓPOLIS;VICE-PREFEITO;GERALDO MAGELO XAVIER;GERALDINHO;ELEITO
RO;VALE DO PARAÍSO;VICE-PREFEITO;LUIZ PEREIRA DE SOUZA;LUIZ DO HOTEL;ELEITO
PB;PUXINANÃ;VICE-PREFEITO;GISELE GUIMARÃES DA COSTA;GISELE AGRIPINO;ELEITO
AM;AUTAZES;VICE-PREFEITO;MARKCLEY LIMA DE ARAUJO;MARCLEY ARAUJO;ELEITO
PE;TRIUNFO;VICE-PREFEITO;DANIEL TARCIANO ANTAS RODRIGUES;DANIEL ANTAS;ELEITO
PR;CASTRO;VICE-PREFEITO;REGINALDO BATISTA SEVERINO;REGIS MORENO;ELEITO
GO;JARAGUÁ;VICE-PREFEITO;LEOMAR ABADIA CARDOSO DA SILVA;LEOMAR CARDOSO;ELEITO
RN;PENDÊNCIAS;VICE-PREFEITO;GILBERTO DE OLIVEIRA FONSECA;GILBERTO;ELEITO
RS;BROCHIER;VICE-PREFEITO;SERGIO ROBERTO SACKSEN;BETO SACKSEN;ELEITO
SC;BALNEÁRIO PIÇARRAS;VICE-PREFEITO;FABIANO JOSÉ ALVES;DR. FABIANO;ELEITO
MG;CONQUISTA;VICE-PREFEITO;AMAURI ANTONIO MARIANO;AMAURI;ELEITO
CE;DEPUTADO IRAPUAN PINHEIRO;VICE-PREFEITO;JOSÉ VALDECI DA SILVA;VALDECI;ELEITO
BA;SÍTIO DO MATO;VICE-PREFEITO;DIONÍZIO ANTÔNIO DA SILVA;DIONÍZIO;ELEITO
PR;QUATRO PONTES;VICE-PREFEITO;DELCIO JOSE TONELLI;SARGENTO TONELLI;ELEITO
BA;CRISTÓPOLIS;VICE-PREFEITO;RENAN ARAUJO DOS SANTOS DE MIRANDA PRADO;RENAN DO JAIR;ELEITO
PE;QUIXABA;VICE-PREFEITO;JOSÉ PEREIRA DE ANDRADE;ZÉ DE JOAQUIM;ELEITO
PI;JUAZEIRO DO PIAUÍ;VICE-PREFEITO;JOSE FELIPE DE OLIVEIRA NETO;BOLINHA;ELEITO
PE;POMBOS;VICE-PREFEITO;REBECA EVANGELISTA LINS;DRA REBECA;ELEITO
BA;IBIRAPUÃ;VICE-PREFEITO;LEDA SOARES DE SOUZA PINHO;LEDA PINHO;ELEITO
GO;ITAGUARI;VICE-PREFEITO;FABRICIO PRIMO BRAGANÇA;FABRICIO BRAGANÇA;ELEITO
SE;NOSSA SENHORA DAS DORES;VICE-PREFEITO;JOSÉ HÉLIO PEREIRA DE JESUS;HÉLIO DAS CRUZ;ELEITO
GO;MATRINCHÃ;VICE-PREFEITO;EDSON GOMES RIBEIRO;EDINHO;ELEITO
PB;LAGOA DE DENTRO;VICE-PREFEITO;SAMUEL VICENTE SANTIAGO;SAMUEL SANTIAGO;ELEITO
CE;GRANJEIRO;VICE-PREFEITO;CICERO SEBASTIAO VIEIRA FREITAS;KLEBER FREITAS;ELEITO
PR;TOLEDO;VICE-PREFEITO;LUCIO DE MARCHI;LUCIO DE MARCHI;ELEITO
MG;ANTÔNIO DIAS;VICE-PREFEITO;ELIEZER DAMASCENO DE MIRANDA;ZELO;ELEITO
SP;HOLAMBRA;VICE-PREFEITO;MIGUEL RENATO ESPERANÇA;MIGUEL ESPERANÇA;ELEITO
AL;NOVO LINO;VICE-PREFEITO;RIVALDO DA SILVA GOMES;VAL SANTOS;ELEITO
SP;PARIQUERA-AÇU;VICE-PREFEITO;FÁBIO CARRAVIERI DE ALMEIDA;FÁBIO CARRAVIERI;ELEITO
MG;DOM BOSCO;VICE-PREFEITO;NELSON MENDES DA SILVA;NELSON MENDES;ELEITO
MG;PRADOS;VICE-PREFEITO;EDUARDO GERALDO FERREIRA DO NASCIMENTO;DUDU DA BETINHA;ELEITO
RJ;MACUCO;VICE-PREFEITO;JOÃO BATISTA DA SILVA OLIVEIRA;DR JOÃO BATISTA;ELEITO
PR;SÃO JORGE D'OESTE;VICE-PREFEITO;GILMAR PAIXÃO;GILMAR PAIXÃO;ELEITO
MT;CASTANHEIRA;VICE-PREFEITO;VANDERLEI DOS SANTOS VICENTE;VANDERLEI COMERCIAL SANTOS;ELEITO
RS;HORIZONTINA;VICE-PREFEITO;GLADIMIR JOSE AMES;GLADIMIR;ELEITO
SP;PIRASSUNUNGA;VICE-PREFEITO;LAWRENCE BIANCHINI BARNABE WACLAWIAK;LAWRENCE PATRIOTA;ELEITO
MG;SANTANA DO MANHUAÇU;VICE-PREFEITO;SEBASTIAO DE SOUZA;BASTIÃO DO BEDITO ;ELEITO
MG;RIBEIRÃO VERMELHO;VICE-PREFEITO;RENAN TADEU CANTAO;RENAN CANTAO;ELEITO
RO;OURO PRETO DO OESTE;VICE-PREFEITO;JOB LEONARDO JUNIOR;DR JOB;ELEITO
PA;ALENQUER;VICE-PREFEITO;MARIA JOANA RODRIGUES DE SOUSA;PROF JOANA;ELEITO
RO;CACOAL;VICE-PREFEITO;TONY PABLO DE CASTRO CHAVES;TONY PABLO CASTRO CHAVES;ELEITO
SP;CASA BRANCA;VICE-PREFEITO;JOSE GERALDO COLOMBINI;COLOMBINI;ELEITO
PB;RIACHO DE SANTO ANTÔNIO;VICE-PREFEITO;JOSEVALDO DA SILVA COSTA;OFILA;ELEITO
PB;CABEDELO;VICE-PREFEITO;EVILÁSIO CAVALCANTI NETO;EVILASIO CAVALCANTI;ELEITO
SP;MONGAGUÁ;VICE-PREFEITO;JULIO CEZAR DE CARVALHO SILVA SANTOS;JULIO;ELEITO
PE;SALGADINHO;PREFEITO;JEOSADAQUE BARBOSA SALGADO;JOIA;ELEITO
RN;BOA SAÚDE;PREFEITO;JOAO MARIA MESQUITA;JOAO MARIA MESQUITA;ELEITO
RJ;MARICÁ;PREFEITO;WASHINGTON LUIZ CARDOSO SIQUEIRA;QUAQUÁ;ELEITO
GO;PIRENÓPOLIS;PREFEITO;NIVALDO ANTÔNIO DE MELO;NIVALDO MELO;ELEITO
SP;ARAMINA;VICE-PREFEITO;RAFAEL HENRIQUE DA SILVA ROSIN;RAFAEL ROSIN;ELEITO
AM;COARI;PREFEITO;MANOEL ADAIL AMARAL PINHEIRO;ADAIL PINHEIRO;ELEITO
MS;TAQUARUSSU;VICE-PREFEITO;JOAO CLOVIS CRIVELLI;JOÃO DO BRUNO;ELEITO
SP;ANALÂNDIA;PREFEITO;SILVANA MARCIA PERIN CAMPBELL PENNA;SILVANA PERIN;ELEITO
RS;BROCHIER;PREFEITO;JOSÉ HENRIQUE DAPPER;PIGUE;ELEITO
SP;DIADEMA;PREFEITO;TAKAHARU YAMAUCHI;TAKA YAMAUCHI;ELEITO
MG;CONCEIÇÃO DA APARECIDA;PREFEITO;JOSE ANTONIO FERREIRA;TONHÃO;ELEITO
MG;ILICÍNEA;PREFEITO;NIRLEI CRISTIANI;NIRLEI DO SINDICATO;ELEITO
TO;ABREULÂNDIA;PREFEITO;MANOEL FRANCISCO DE MOURA;MANOEL MOURA;ELEITO
PR;TUPÃSSI;PREFEITO;JOSE CARLOS MARIUSSI;CAL;ELEITO
MG;CONCEIÇÃO DO PARÁ;PREFEITO;WESLEY MOREIRA LIMA;WESLEY PITT;ELEITO
SP;PALESTINA;PREFEITO;REINALDO APARECIDO DA CUNHA;REINALDO CUNHA;ELEITO
MG;SÃO JOÃO DO MANTENINHA;PREFEITO;DANILO SOARES DE LIMA;DANILO MUQUECA;ELEITO
MT;RONDOLÂNDIA;PREFEITO;JOSÉ GUEDES DE SOUZA;GUEDES;ELEITO
PA;SANTO ANTÔNIO DO TAUÁ;PREFEITO;RODRIGO DE AMORIM PINTO;RODRIGO AMORIM;ELEITO
PA;BOM JESUS DO TOCANTINS;PREFEITO;JEILSON DOS REIS SANTOS;JEILSON REIS;ELEITO
PE;JOAQUIM NABUCO;PREFEITO;MARCIA ROBERTA BARRETO;MÁRCIA BARRETO;ELEITO
AM;LÁBREA;PREFEITO;GERLANDO LOPES DO NASCIMENTO;GERLANDO LOPES;ELEITO
BA;PIRITIBA;PREFEITO;LEANDRA BELITARDO BARRETTO DE ANDRADE LIMA;LEANDRA BELITARDO;ELEITO
CE;EUSÉBIO;PREFEITO;JOSE ARIMATEA LIMA BARROS JUNIOR;DR JUNIOR;ELEITO
PR;PINHALÃO;PREFEITO;LUIZ EDUARDO DE CASTRO VANZELI;LUIZ EDUARDO;ELEITO
PR;TURVO;PREFEITO;ANTONIO MARCOS SEGURO;MARCOS SEGURO;ELEITO
RN;SÃO RAFAEL;PREFEITO;FRANCISCO CANINDÉ PINHEIRO DOS SANTOS;CANINDÉ DA FARMÁCIA;ELEITO
SP;CAPIVARI;PREFEITO;VITOR HUGO RICCOMINI;VITÃO RICCOMINI;ELEITO
MG;IPANEMA;PREFEITO;JULIO FONTOURA DE MORAES JUNIOR;JÚLIO;ELEITO
SP;SARAPUÍ;PREFEITO;GUSTAVO DE SOUZA BARROS VIEIRA;PROFESSOR GUSTAVO;ELEITO
SE;CAMPO DO BRITO;PREFEITO;MANOEL MEDICI DE SOUSA;MEDICI DE MAIM;ELEITO
SP;COROADOS;PREFEITO;ROBERTO CARRILHO ALVES;CHÉCO;ELEITO
PI;MARCOS PARENTE;PREFEITO;GEDISON ALVES RODRIGUES;DR GEDISON;ELEITO
PR;SANTA MARIA DO OESTE;PREFEITO;OSCAR DELGADO;OSCAR DELGADO;ELEITO
MG;CUPARAQUE;PREFEITO;ROGERIO VICENTE MENDES;ROGERIO MENDES;ELEITO
SP;SANTO ANTÔNIO DO ARACANGUÁ;PREFEITO;LUIZ CARLOS DOS REIS NONATO;LUIZÃO;ELEITO
SP;URUPÊS;PREFEITO;ROBERTO CACCIARI FILHO;DR BETO CACCIARI;ELEITO
BA;MARACÁS;PREFEITO;NELSON LUIZ DOS ANJOS PORTELA;NELSON PORTELA;ELEITO
PR;TRÊS BARRAS DO PARANÁ;PREFEITO;GERSO FRANCISCO GUSSO;DR GERSO;ELEITO
MS;ALCINÓPOLIS;PREFEITO;WELITON DA SILVA GUIMARAES;WELITON GUIMARÃES;ELEITO
RN;ANTÔNIO MARTINS;PREFEITO;JESSICA IRIS FERREIRA DE OLIVEIRA;JESSICA IRIS;ELEITO
PB;CACHOEIRA DOS ÍNDIOS;PREFEITO;ALYSON FRANCISCO DE MOURA SOUSA;ALYSON FRANCISCO;ELEITO
BA;UNA;PREFEITO;ROGERIO MARTINS BORGES;ROGERIO BORGES;ELEITO
RS;PORTO ALEGRE;PREFEITO;SEBASTIÃO DE ARAÚJO MELO;SEBASTIÃO MELO;ELEITO
PR;SANTA ISABEL DO IVAÍ;PREFEITO;JOÃO CARLOS DA SILVA MENDES;JOÃO DA NINA;ELEITO
BA;MASCOTE;PREFEITO;SEBASTIÃO MOREIRA CARVALHO;TIÃO MOREIRA;ELEITO
BA;SÃO FRANCISCO DO CONDE;PREFEITO;ANTONIO CARLOS VASCONCELOS CALMON;CALMON;ELEITO
PE;CORRENTES;PREFEITO;EDIMILSON DA BAHIA DE LIMA GOMES;EDIMILSON DA BAHIA;ELEITO
BA;LICÍNIO DE ALMEIDA;PREFEITO;RONEY FRANCISCO COTRIM;CHIQUINHO;ELEITO
CE;JUCÁS;PREFEITO;JOSE EDSONRIVA SOUZA CUNHA;EDSONRIVA;ELEITO
GO;INDIARA;PREFEITO;MARCONI MACIEL DE MELO MATIAS;DR CONIN;ELEITO
RS;SEDE NOVA;PREFEITO;PEDRO AMAURI WERNER;MAURI;ELEITO
PA;CURIONÓPOLIS;PREFEITO;MARIANA AZEVEDO MARQUEZ CHAMON;MARIANA CHAMON;ELEITO
PB;SÃO DOMINGOS DO CARIRI;PREFEITO;ONILDO LINDBERG ANANIAS DA SILVA;ONILDO;ELEITO
PI;BARRO DURO;PREFEITO;ELOI PEREIRA DE SOUSA;CORONEL ELOI;ELEITO
